timestamp,pair,signal,entry_tag,exit_tag
1672531200000,ETH/USDT,0,,
1672534800000,ETH/USDT,0,,
1672538400000,ETH/USDT,0,,
1672542000000,ETH/USDT,0,,
1672545600000,ETH/USDT,0,,
1672549200000,ETH/USDT,0,,
1672552800000,ETH/USDT,0,,
1672556400000,ETH/USDT,0,,
1672560000000,ETH/USDT,0,,
1672563600000,ETH/USDT,0,,
1672567200000,ETH/USDT,0,,
1672570800000,ETH/USDT,0,,
1672574400000,ETH/USDT,0,,
1672578000000,ETH/USDT,0,,
1672581600000,ETH/USDT,0,,
1672585200000,ETH/USDT,0,,
1672588800000,ETH/USDT,0,,
1672592400000,ETH/USDT,0,,
1672596000000,ETH/USDT,0,,
1672599600000,ETH/USDT,0,,
1672603200000,ETH/USDT,0,,
1672606800000,ETH/USDT,0,,
1672610400000,ETH/USDT,0,,
1672614000000,ETH/USDT,0,,
1672617600000,ETH/USDT,0,,
1672621200000,ETH/USDT,0,,
1672624800000,ETH/USDT,0,,
1672628400000,ETH/USDT,0,,
1672632000000,ETH/USDT,0,,
1672635600000,ETH/USDT,0,,
1672639200000,ETH/USDT,0,,
1672642800000,ETH/USDT,0,,
1672646400000,ETH/USDT,0,,
1672650000000,ETH/USDT,0,,
1672653600000,ETH/USDT,0,,
1672657200000,ETH/USDT,0,,
1672660800000,ETH/USDT,0,,
1672664400000,ETH/USDT,0,,
1672668000000,ETH/USDT,2,resistance_reject,
1672671600000,ETH/USDT,0,,
1672675200000,ETH/USDT,0,,
1672678800000,ETH/USDT,0,,
1672682400000,ETH/USDT,0,,
1672686000000,ETH/USDT,0,,
1672689600000,ETH/USDT,-2,,tp3_hit
1672693200000,ETH/USDT,0,,
1672696800000,ETH/USDT,0,,
1672700400000,ETH/USDT,0,,
1672704000000,ETH/USDT,0,,
1672707600000,ETH/USDT,0,,
1672711200000,ETH/USDT,0,,
1672714800000,ETH/USDT,0,,
1672718400000,ETH/USDT,0,,
1672722000000,ETH/USDT,0,,
1672725600000,ETH/USDT,0,,
1672729200000,ETH/USDT,0,,
1672732800000,ETH/USDT,0,,
1672736400000,ETH/USDT,0,,
1672740000000,ETH/USDT,0,,
1672743600000,ETH/USDT,0,,
1672747200000,ETH/USDT,0,,
1672750800000,ETH/USDT,0,,
1672754400000,ETH/USDT,0,,
1672758000000,ETH/USDT,0,,
1672761600000,ETH/USDT,0,,
1672765200000,ETH/USDT,0,,
1672768800000,ETH/USDT,0,,
1672772400000,ETH/USDT,0,,
1672776000000,ETH/USDT,0,,
1672779600000,ETH/USDT,0,,
1672783200000,ETH/USDT,0,,
1672786800000,ETH/USDT,0,,
1672790400000,ETH/USDT,0,,
1672794000000,ETH/USDT,0,,
1672797600000,ETH/USDT,0,,
1672801200000,ETH/USDT,0,,
1672804800000,ETH/USDT,0,,
1672808400000,ETH/USDT,0,,
1672812000000,ETH/USDT,0,,
1672815600000,ETH/USDT,0,,
1672819200000,ETH/USDT,0,,
1672822800000,ETH/USDT,0,,
1672826400000,ETH/USDT,0,,
1672830000000,ETH/USDT,0,,
1672833600000,ETH/USDT,0,,
1672837200000,ETH/USDT,0,,
1672840800000,ETH/USDT,0,,
1672844400000,ETH/USDT,0,,
1672848000000,ETH/USDT,0,,
1672851600000,ETH/USDT,0,,
1672855200000,ETH/USDT,0,,
1672858800000,ETH/USDT,0,,
1672862400000,ETH/USDT,0,,
1672866000000,ETH/USDT,0,,
1672869600000,ETH/USDT,0,,
1672873200000,ETH/USDT,0,,
1672876800000,ETH/USDT,0,,
1672880400000,ETH/USDT,0,,
1672884000000,ETH/USDT,0,,
1672887600000,ETH/USDT,0,,
1672891200000,ETH/USDT,0,,
1672894800000,ETH/USDT,0,,
1672898400000,ETH/USDT,0,,
1672902000000,ETH/USDT,0,,
1672905600000,ETH/USDT,0,,
1672909200000,ETH/USDT,0,,
1672912800000,ETH/USDT,0,,
1672916400000,ETH/USDT,0,,
1672920000000,ETH/USDT,0,,
1672923600000,ETH/USDT,0,,
1672927200000,ETH/USDT,0,,
1672930800000,ETH/USDT,0,,
1672934400000,ETH/USDT,0,,
1672938000000,ETH/USDT,0,,
1672941600000,ETH/USDT,0,,
1672945200000,ETH/USDT,0,,
1672948800000,ETH/USDT,0,,
1672952400000,ETH/USDT,0,,
1672956000000,ETH/USDT,0,,
1672959600000,ETH/USDT,0,,
1672963200000,ETH/USDT,0,,
1672966800000,ETH/USDT,0,,
1672970400000,ETH/USDT,0,,
1672974000000,ETH/USDT,0,,
1672977600000,ETH/USDT,0,,
1672981200000,ETH/USDT,0,,
1672984800000,ETH/USDT,0,,
1672988400000,ETH/USDT,0,,
1672992000000,ETH/USDT,0,,
1672995600000,ETH/USDT,0,,
1672999200000,ETH/USDT,0,,
1673002800000,ETH/USDT,0,,
1673006400000,ETH/USDT,0,,
1673010000000,ETH/USDT,0,,
1673013600000,ETH/USDT,0,,
1673017200000,ETH/USDT,0,,
1673020800000,ETH/USDT,0,,
1673024400000,ETH/USDT,0,,
1673028000000,ETH/USDT,0,,
1673031600000,ETH/USDT,0,,
1673035200000,ETH/USDT,0,,
1673038800000,ETH/USDT,0,,
1673042400000,ETH/USDT,0,,
1673046000000,ETH/USDT,0,,
1673049600000,ETH/USDT,0,,
1673053200000,ETH/USDT,0,,
1673056800000,ETH/USDT,0,,
1673060400000,ETH/USDT,0,,
1673064000000,ETH/USDT,0,,
1673067600000,ETH/USDT,0,,
1673071200000,ETH/USDT,0,,
1673074800000,ETH/USDT,0,,
1673078400000,ETH/USDT,0,,
1673082000000,ETH/USDT,0,,
1673085600000,ETH/USDT,0,,
1673089200000,ETH/USDT,0,,
1673092800000,ETH/USDT,0,,
1673096400000,ETH/USDT,0,,
1673100000000,ETH/USDT,0,,
1673103600000,ETH/USDT,0,,
1673107200000,ETH/USDT,0,,
1673110800000,ETH/USDT,0,,
1673114400000,ETH/USDT,0,,
1673118000000,ETH/USDT,0,,
1673121600000,ETH/USDT,0,,
1673125200000,ETH/USDT,0,,
1673128800000,ETH/USDT,0,,
1673132400000,ETH/USDT,0,,
1673136000000,ETH/USDT,0,,
1673139600000,ETH/USDT,0,,
1673143200000,ETH/USDT,0,,
1673146800000,ETH/USDT,0,,
1673150400000,ETH/USDT,0,,
1673154000000,ETH/USDT,0,,
1673157600000,ETH/USDT,0,,
1673161200000,ETH/USDT,0,,
1673164800000,ETH/USDT,0,,
1673168400000,ETH/USDT,0,,
1673172000000,ETH/USDT,0,,
1673175600000,ETH/USDT,0,,
1673179200000,ETH/USDT,0,,
1673182800000,ETH/USDT,0,,
1673186400000,ETH/USDT,0,,
1673190000000,ETH/USDT,0,,
1673193600000,ETH/USDT,0,,
1673197200000,ETH/USDT,0,,
1673200800000,ETH/USDT,1,support_hold,
1673204400000,ETH/USDT,0,,
1673208000000,ETH/USDT,0,,
1673211600000,ETH/USDT,0,,
1673215200000,ETH/USDT,0,,
1673218800000,ETH/USDT,0,,
1673222400000,ETH/USDT,0,,
1673226000000,ETH/USDT,-1,,reversal_exit
1673229600000,ETH/USDT,0,,
1673233200000,ETH/USDT,0,,
1673236800000,ETH/USDT,0,,
1673240400000,ETH/USDT,0,,
1673244000000,ETH/USDT,0,,
1673247600000,ETH/USDT,0,,
1673251200000,ETH/USDT,0,,
1673254800000,ETH/USDT,0,,
1673258400000,ETH/USDT,0,,
1673262000000,ETH/USDT,0,,
1673265600000,ETH/USDT,0,,
1673269200000,ETH/USDT,0,,
1673272800000,ETH/USDT,0,,
1673276400000,ETH/USDT,0,,
1673280000000,ETH/USDT,0,,
1673283600000,ETH/USDT,0,,
1673287200000,ETH/USDT,0,,
1673290800000,ETH/USDT,0,,
1673294400000,ETH/USDT,0,,
1673298000000,ETH/USDT,0,,
1673301600000,ETH/USDT,0,,
1673305200000,ETH/USDT,0,,
1673308800000,ETH/USDT,0,,
1673312400000,ETH/USDT,0,,
1673316000000,ETH/USDT,0,,
1673319600000,ETH/USDT,0,,
1673323200000,ETH/USDT,0,,
1673326800000,ETH/USDT,0,,
1673330400000,ETH/USDT,1,support_hold,
1673334000000,ETH/USDT,0,,
1673337600000,ETH/USDT,0,,
1673341200000,ETH/USDT,0,,
1673344800000,ETH/USDT,0,,
1673348400000,ETH/USDT,0,,
1673352000000,ETH/USDT,0,,
1673355600000,ETH/USDT,0,,
1673359200000,ETH/USDT,0,,
1673362800000,ETH/USDT,0,,
1673366400000,ETH/USDT,0,,
1673370000000,ETH/USDT,0,,
1673373600000,ETH/USDT,0,,
1673377200000,ETH/USDT,0,,
1673380800000,ETH/USDT,0,,
1673384400000,ETH/USDT,0,,
1673388000000,ETH/USDT,0,,
1673391600000,ETH/USDT,-1,,tp2_hit
1673395200000,ETH/USDT,0,,
1673398800000,ETH/USDT,0,,
1673402400000,ETH/USDT,0,,
1673406000000,ETH/USDT,0,,
1673409600000,ETH/USDT,0,,
1673413200000,ETH/USDT,0,,
1673416800000,ETH/USDT,0,,
1673420400000,ETH/USDT,0,,
1673424000000,ETH/USDT,0,,
1673427600000,ETH/USDT,0,,
1673431200000,ETH/USDT,0,,
1673434800000,ETH/USDT,0,,
1673438400000,ETH/USDT,0,,
1673442000000,ETH/USDT,0,,
1673445600000,ETH/USDT,0,,
1673449200000,ETH/USDT,0,,
1673452800000,ETH/USDT,0,,
1673456400000,ETH/USDT,0,,
1673460000000,ETH/USDT,0,,
1673463600000,ETH/USDT,0,,
1673467200000,ETH/USDT,0,,
1673470800000,ETH/USDT,0,,
1673474400000,ETH/USDT,0,,
1673478000000,ETH/USDT,0,,
1673481600000,ETH/USDT,0,,
1673485200000,ETH/USDT,0,,
1673488800000,ETH/USDT,0,,
1673492400000,ETH/USDT,0,,
1673496000000,ETH/USDT,0,,
1673499600000,ETH/USDT,0,,
1673503200000,ETH/USDT,0,,
1673506800000,ETH/USDT,0,,
1673510400000,ETH/USDT,0,,
1673514000000,ETH/USDT,0,,
1673517600000,ETH/USDT,0,,
1673521200000,ETH/USDT,0,,
1673524800000,ETH/USDT,0,,
1673528400000,ETH/USDT,0,,
1673532000000,ETH/USDT,0,,
1673535600000,ETH/USDT,0,,
1673539200000,ETH/USDT,0,,
1673542800000,ETH/USDT,2,resistance_reject,
1673546400000,ETH/USDT,0,,
1673550000000,ETH/USDT,0,,
1673553600000,ETH/USDT,0,,
1673557200000,ETH/USDT,0,,
1673560800000,ETH/USDT,0,,
1673564400000,ETH/USDT,0,,
1673568000000,ETH/USDT,-2,,tp3_hit
1673571600000,ETH/USDT,0,,
1673575200000,ETH/USDT,0,,
1673578800000,ETH/USDT,0,,
1673582400000,ETH/USDT,1,oversold_bounce,
1673586000000,ETH/USDT,0,,
1673589600000,ETH/USDT,0,,
1673593200000,ETH/USDT,0,,
1673596800000,ETH/USDT,0,,
1673600400000,ETH/USDT,0,,
1673604000000,ETH/USDT,0,,
1673607600000,ETH/USDT,0,,
1673611200000,ETH/USDT,0,,
1673614800000,ETH/USDT,0,,
1673618400000,ETH/USDT,0,,
1673622000000,ETH/USDT,0,,
1673625600000,ETH/USDT,0,,
1673629200000,ETH/USDT,0,,
1673632800000,ETH/USDT,0,,
1673636400000,ETH/USDT,0,,
1673640000000,ETH/USDT,-1,,sl_hit
