timestamp,pair,signal,entry_tag,exit_tag
1672531200000,SOL/USDT,0,,
1672534800000,SOL/USDT,0,,
1672538400000,SOL/USDT,0,,
1672542000000,SOL/USDT,0,,
1672545600000,SOL/USDT,0,,
1672549200000,SOL/USDT,1,breakout_long,
1672552800000,SOL/USDT,0,,
1672556400000,SOL/USDT,0,,
1672560000000,SOL/USDT,0,,
1672563600000,SOL/USDT,0,,
1672567200000,SOL/USDT,0,,
1672570800000,SOL/USDT,0,,
1672574400000,SOL/USDT,0,,
1672578000000,SOL/USDT,0,,
1672581600000,SOL/USDT,0,,
1672585200000,SOL/USDT,0,,
1672588800000,SOL/USDT,0,,
1672592400000,SOL/USDT,0,,
1672596000000,SOL/USDT,0,,
1672599600000,SOL/USDT,0,,
1672603200000,SOL/USDT,-1,,tp2_hit
1672606800000,SOL/USDT,0,,
1672610400000,SOL/USDT,0,,
1672614000000,SOL/USDT,0,,
1672617600000,SOL/USDT,0,,
1672621200000,SOL/USDT,0,,
1672624800000,SOL/USDT,0,,
1672628400000,SOL/USDT,0,,
1672632000000,SOL/USDT,0,,
1672635600000,SOL/USDT,0,,
1672639200000,SOL/USDT,0,,
1672642800000,SOL/USDT,0,,
1672646400000,SOL/USDT,0,,
1672650000000,SOL/USDT,0,,
1672653600000,SOL/USDT,0,,
1672657200000,SOL/USDT,0,,
1672660800000,SOL/USDT,0,,
1672664400000,SOL/USDT,0,,
1672668000000,SOL/USDT,0,,
1672671600000,SOL/USDT,0,,
1672675200000,SOL/USDT,0,,
1672678800000,SOL/USDT,0,,
1672682400000,SOL/USDT,0,,
1672686000000,SOL/USDT,0,,
1672689600000,SOL/USDT,0,,
1672693200000,SOL/USDT,0,,
1672696800000,SOL/USDT,0,,
1672700400000,SOL/USDT,0,,
1672704000000,SOL/USDT,0,,
1672707600000,SOL/USDT,0,,
1672711200000,SOL/USDT,0,,
1672714800000,SOL/USDT,0,,
1672718400000,SOL/USDT,0,,
1672722000000,SOL/USDT,0,,
1672725600000,SOL/USDT,0,,
1672729200000,SOL/USDT,0,,
1672732800000,SOL/USDT,0,,
1672736400000,SOL/USDT,0,,
1672740000000,SOL/USDT,0,,
1672743600000,SOL/USDT,0,,
1672747200000,SOL/USDT,0,,
1672750800000,SOL/USDT,0,,
1672754400000,SOL/USDT,1,mean_revert,
1672758000000,SOL/USDT,0,,
1672761600000,SOL/USDT,0,,
1672765200000,SOL/USDT,0,,
1672768800000,SOL/USDT,0,,
1672772400000,SOL/USDT,0,,
1672776000000,SOL/USDT,0,,
1672779600000,SOL/USDT,0,,
1672783200000,SOL/USDT,0,,
1672786800000,SOL/USDT,0,,
1672790400000,SOL/USDT,0,,
1672794000000,SOL/USDT,-1,,manual_exit
1672797600000,SOL/USDT,0,,
1672801200000,SOL/USDT,0,,
1672804800000,SOL/USDT,0,,
1672808400000,SOL/USDT,0,,
1672812000000,SOL/USDT,0,,
1672815600000,SOL/USDT,0,,
1672819200000,SOL/USDT,0,,
1672822800000,SOL/USDT,0,,
1672826400000,SOL/USDT,0,,
1672830000000,SOL/USDT,0,,
1672833600000,SOL/USDT,0,,
1672837200000,SOL/USDT,0,,
1672840800000,SOL/USDT,0,,
1672844400000,SOL/USDT,0,,
1672848000000,SOL/USDT,0,,
1672851600000,SOL/USDT,0,,
1672855200000,SOL/USDT,0,,
1672858800000,SOL/USDT,0,,
1672862400000,SOL/USDT,0,,
1672866000000,SOL/USDT,0,,
1672869600000,SOL/USDT,0,,
1672873200000,SOL/USDT,0,,
1672876800000,SOL/USDT,0,,
1672880400000,SOL/USDT,0,,
1672884000000,SOL/USDT,0,,
1672887600000,SOL/USDT,0,,
1672891200000,SOL/USDT,0,,
1672894800000,SOL/USDT,0,,
1672898400000,SOL/USDT,0,,
1672902000000,SOL/USDT,0,,
1672905600000,SOL/USDT,0,,
1672909200000,SOL/USDT,0,,
1672912800000,SOL/USDT,0,,
1672916400000,SOL/USDT,0,,
1672920000000,SOL/USDT,0,,
1672923600000,SOL/USDT,0,,
1672927200000,SOL/USDT,0,,
1672930800000,SOL/USDT,0,,
1672934400000,SOL/USDT,1,breakout_long,
1672938000000,SOL/USDT,0,,
1672941600000,SOL/USDT,0,,
1672945200000,SOL/USDT,0,,
1672948800000,SOL/USDT,0,,
1672952400000,SOL/USDT,0,,
1672956000000,SOL/USDT,0,,
1672959600000,SOL/USDT,0,,
1672963200000,SOL/USDT,0,,
1672966800000,SOL/USDT,0,,
1672970400000,SOL/USDT,0,,
1672974000000,SOL/USDT,0,,
1672977600000,SOL/USDT,0,,
1672981200000,SOL/USDT,0,,
1672984800000,SOL/USDT,-1,,manual_exit
1672988400000,SOL/USDT,0,,
1672992000000,SOL/USDT,0,,
1672995600000,SOL/USDT,0,,
1672999200000,SOL/USDT,0,,
1673002800000,SOL/USDT,0,,
1673006400000,SOL/USDT,0,,
1673010000000,SOL/USDT,0,,
1673013600000,SOL/USDT,0,,
1673017200000,SOL/USDT,0,,
1673020800000,SOL/USDT,0,,
1673024400000,SOL/USDT,0,,
1673028000000,SOL/USDT,0,,
1673031600000,SOL/USDT,0,,
1673035200000,SOL/USDT,0,,
1673038800000,SOL/USDT,0,,
1673042400000,SOL/USDT,0,,
1673046000000,SOL/USDT,0,,
1673049600000,SOL/USDT,0,,
1673053200000,SOL/USDT,0,,
1673056800000,SOL/USDT,0,,
1673060400000,SOL/USDT,0,,
1673064000000,SOL/USDT,0,,
1673067600000,SOL/USDT,0,,
1673071200000,SOL/USDT,0,,
1673074800000,SOL/USDT,0,,
1673078400000,SOL/USDT,0,,
1673082000000,SOL/USDT,0,,
1673085600000,SOL/USDT,0,,
1673089200000,SOL/USDT,0,,
1673092800000,SOL/USDT,0,,
1673096400000,SOL/USDT,0,,
1673100000000,SOL/USDT,0,,
1673103600000,SOL/USDT,0,,
1673107200000,SOL/USDT,0,,
1673110800000,SOL/USDT,0,,
1673114400000,SOL/USDT,0,,
1673118000000,SOL/USDT,0,,
1673121600000,SOL/USDT,1,momentum_long,
1673125200000,SOL/USDT,0,,
1673128800000,SOL/USDT,0,,
1673132400000,SOL/USDT,0,,
1673136000000,SOL/USDT,0,,
1673139600000,SOL/USDT,0,,
1673143200000,SOL/USDT,0,,
1673146800000,SOL/USDT,-1,,sl_hit
1673150400000,SOL/USDT,0,,
1673154000000,SOL/USDT,0,,
1673157600000,SOL/USDT,0,,
1673161200000,SOL/USDT,0,,
1673164800000,SOL/USDT,0,,
1673168400000,SOL/USDT,0,,
1673172000000,SOL/USDT,0,,
1673175600000,SOL/USDT,0,,
1673179200000,SOL/USDT,0,,
